sentiment,headline,translated_text
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .","Финский Bank of +_land сообщает о операционной прибыли в размере 2,2 млн евро в первом квартале 2010 года по сравнению с 6,3 млн евро в соответствующем периоде 2009 года."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .","Финский производитель электроники Scanfil сообщает о чистом объеме продаж в 241,2 млн евро в 2006 году по сравнению с 321,6 млн евро в 2005 году."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .","Финский производитель электроники Scanfil сообщает о чистом объеме продаж во втором квартале 2007 года в размере 58,9 млн евро по сравнению с 62,4 млн евро годом ранее."
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .","Финская Exel Composites, технологическая компания, которая проектирует, производит и продает композитные профили и трубы для различного промышленного применения, сообщает, что ее чистые продажи снизились на 0,6% во втором квартале 2010 года до 19,2 млн евро с 19,3 млн евро за соответствующий период в 2009 ."
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",Чистый объем продаж финской компании GeoSentric в январе-марте 2009 года снизился до 939 000 евро.
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .","Чистый объем продаж финской компании Kemira в евро снизился до 1 259,6 млн евро в январе-июне 2009 года с 1 425,1 млн евро в январе-июне 2008 года."
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","Чистый объем продаж финского поставщика систем водоснабжения и отопления Uponor от продолжающейся деятельности снизился на 9,4% в 2008 году до 949,2 млн евро с 1047,4 млн евро в 2007 году."
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .","Чистый объем продаж финского поставщика систем водоснабжения и отопления Uponor от продолжающейся деятельности снизился до 249,1 млн евро в июле-сентябре 2008 г. по сравнению с 262,1 млн евро в третьем квартале 2007 г."
negative,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .","Финский Scanfil, контрактный производитель и поставщик систем для связи и промышленной электроники, сообщает о чистом объеме продаж в 108,7 млн ​​евро в первом полугодии 2008 года по сравнению со 111,1 млн евро годом ранее."
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .","Финский Scanfil, поставщик систем и контрактный производитель для сектора связи и электронной промышленности, сообщает, что его чистый объем продаж составил 94,7 млн ​​евро в первой половине 2010 года по сравнению с 99,5 млн евро в первой половине 2009 года."
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .","Финский Scanfil, поставщик систем и контрактный производитель для сектора связи и электронной промышленности, сообщает о чистом объеме продаж в размере 49,6 млн евро в первом квартале 2009 года, что лишь на процент меньше, чем за соответствующий период 2008 года."
negative,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .","Финская судоходная компания Finnlines, входящая в группу Grimaldi, сообщает, что ее чистый объем продаж снизился до 241,8 млн евро в январе-июне 2009 года с 384,0 млн евро в соответствующем периоде 2008 года."
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",В сентябре 2009 года грузопоток упал на 1% в годовом исчислении до 8561 тонны.
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",Денежный поток после инвестиций составил 45 млн евро по сравнению с 46 млн евро .
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .","Coca-Cola была лидером рынка производителей с долей рынка 36,9%, что на 2,2% меньше, чем за соответствующий период 2004-2005 годов."
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,"Сопоставимая операционная прибыль снизилась до 13,8 млн евро с 17,1 млн евро в соответствующем периоде 2005 года."
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,"Консолидированная операционная прибыль от продолжающейся деятельности снизилась на 62,3% до 51,2 млн евро с 135,7 млн ​​евро в 2007 году."
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,"Консолидированная прибыль до налогообложения снизилась на 69,2% до 41,0 млн евро с 133,1 млн евро в 2007 году."
negative,Device volume in the area decreased by 21 % to 2.7 mn units .,"Объем устройств в этом регионе снизился на 21% до 2,7 млн ​​единиц."
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,"Разводненная прибыль на акцию (EPS) снизилась до 0,78 евро с 1,76 евро."
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,"Разводненная прибыль на акцию (EPS) упала до 0,63 евро с 1,71 евро."
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,"до 5,9 млн евро в первом полугодии 2009 г. 3 августа 2009 г. - Финская медиа-группа Ilkka-Yhtyma Oyj (HEL: ILK2S) сообщила сегодня, что ее чистая прибыль упала на 45% по сравнению с аналогичным периодом прошлого года до 5,9 млн евро в первой половине 2009 года."
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .","Прибыль на акцию (EPS) составила 1,37 евро по сравнению с 2,30 евро."
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,"Прибыль на акцию (EPS) в 2005 году снизилась до 1,87 евро с 1,89 евро в 2003 году."
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .","Прибыль на акцию (EPS) в первой половине 2007 года составила 0,29 евро по сравнению с 0,40 евро год назад."
negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,"Общий объем перевозок Finnair снизился на 8,7% по коммерческим пассажиро-километрам."
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,"Финская группа по разработке программного обеспечения для бизнеса AffectoGenimap Oyj заявила, что ее чистая прибыль сократилась вдвое до 1,2 млн евро ($1,5 млн) за первые девять месяцев 2006 года с 2,2 млн евро ($2,8 млн) за тот же период 2005 года."
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .","Финский разработчик финансовых программных решений BasWare Oyj сообщил, что его чистая прибыль упала до 884 000 евро ($1,2 млн) в первом квартале 2007 года с 2,0 млн евро ($2,7 млн) годом ранее."
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,"Чистая прибыль финской стекольной компании Glaston Oyj Abp снизилась до 2,6 млн евро ($3,8 млн) за первые девять месяцев 2007 года с 7,8 млн евро ($11,4 млн) за аналогичный период 2006 года."
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","Чистая прибыль финского поставщика программного обеспечения для управления Ixonos Oyj снизилась до 369 000 евро (575 000 долларов США) за первый квартал 2008 года с 669 000 евро (1,0 млн долларов США) за тот же период 2007 года."
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,"Чистая прибыль финской медиа-компании Talentum Oyj снизилась до 2,5 млн евро ($4,0 млн) за первый квартал 2008 года с 3,0 млн евро ($4,7 млн) за аналогичный период 2007 года."
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,"Чистая прибыль финской металлопродукционной компании Componenta Oyj за первое полугодие 2008 года незначительно снизилась до 25,1 млн евро ( $40,2 млн ) с 25,4 млн евро ( $ 40,7 млн ​​) за аналогичный период 2007 года ."
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .","В отдельном заявлении для Хельсинкской фондовой биржи Atria сообщила, что прибыль компании в третьем квартале снизилась с 13,9 млн евро в третьем квартале прошлого года до 12,7 млн ​​евро в третьем квартале этого года."
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .","В четвертом квартале 2008 года чистый объем продаж снизился до 121,4 млн евро с 165,5 млн евро в четвертом квартале 2007 года."
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .","Акции страховой компании Axa (PAR: CS) упали на 5,35% до 14,15 евро после того, как Citigroup и ING снизили свои целевые показатели по акциям."
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .","(ADP News) - 11 февраля 2009 г. - Финский поставщик технологий обработки древесины Raute Oyj (HEL: RUTAV) сообщил сегодня, что его чистая прибыль снизилась до 4,7 миллиона евро (6,1 миллиона долларов США) в 2008 году с 6,6 миллиона евро в 2007 году."
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .","(ADP News) – 12 февраля 2009 г. – Финская строительная компания Lemminkainen Oyj (HEL: LEM1S) сообщила сегодня, что ее чистая прибыль снизилась до 63,5 млн евро (81,1 млн долларов США) в 2008 году с 80,6 млн евро в 2007 году."
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200","(ADP News) – 4 февраля 2009 г. – Финская компания по производству широкополосных систем и решений для передачи данных Teleste Oyj (HEL: TLT1V) сообщила сегодня, что ее чистая прибыль снизилась до 5,5 миллионов евро (7,2 миллиона долларов США) в 2008 году с 9,4 миллиона евро в 2000 году."
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .","(ADP News) – 22 января 2009 г. – Финский производитель мобильных телефонов Nokia Oyj (OMX: NOK1V) сообщил сегодня, что его операционная прибыль снизилась до 5 миллиардов евро (6,5 миллиардов долларов США) в 2008 году с 8 миллиардов евро в 2007 году."
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond","(ADPnews) - 4 мая 2010 г. - Финский производитель столовых приборов и ручных инструментов Fiskars Oyj Abp (HEL: FISAS) сообщил сегодня, что его чистая прибыль снизилась до 12,9 миллионов евро (17 миллионов долларов США) в первом квартале 2010 года с 17 миллионов евро в соответствующем квартале."
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o","(ADPnews) - 21 октября 2009 г. - Финская ИТ-консалтинговая компания Tieto Oyj (HEL: TIE1V) сообщила сегодня, что ее чистая прибыль упала до 29,4 миллиона евро (43,9 миллиона долларов США) за первые девять месяцев 2009 года с 58,7 миллиона евро за тот же период. период о"
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,"Доля рынка на маршруте между Хельсинки в Финляндии и Таллинном в Эстонии снизилась на 0,1 процентного пункта до 24,8%."
negative,Net profit fell by almost half to +� 5.5 million from +� 9.4 million at the end of 2007 .,"Чистая прибыль упала почти вдвое до +€ 5,5 млн с +€ 9,4 млн на конец 2007 года."
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","Чистая прибыль за три месяца до 31 марта упала до (x20ac) 103 миллионов (US$ 165 миллионов) с (x20ac) 131 миллиона годом ранее, сообщила финская компания."
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,"Чистый объем продаж снизился до 220,5 млн евро с 470,0 млн евро в соответствующем периоде 2009 года."
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,"Чистый объем продаж снизился до 91,6 млн евро со 109 млн евро в соответствующем периоде 2005 года."
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,"Чистый объем продаж упал на 33% по сравнению с третьим кварталом 2008 года до 130,5 млн евро."
negative,Net sales fell by 5 % from the previous accounting period .,Чистый объем продаж упал на 5% по сравнению с предыдущим отчетным периодом.
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .","Чистый объем продаж основного направления деятельности Kyro, Glaston Technologies, производителя машин для обработки стекла, снизился до 161,5 млн евро с 164,1 млн евро в январе-сентябре 2005 года."
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,"Операционная прибыль снизилась до 16 млн евро с 21,1 млн евро в 2008 году."
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,"Операционная прибыль упала с 7,9 млн евро во втором квартале 2005 года до 5,1 млн евро во втором квартале 2006 года."
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,"Операционная прибыль упала до 15,1 млн евро с 24,6 млн евро в 2006 году."
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,"Операционная прибыль упала до 23,26 млн евро с 32,86 млн евро ."
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,"Операционная прибыль упала до 38,1 млн евро с 55,3 млн евро в 2007 году."
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,"Операционная прибыль упала до 6,2 млн евро с 8,5 млн евро в третьем квартале 2007 года."
negative,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,"Чистая прибыль ""Ориона"" за третий квартал 2007 года снизилась до 36,5 млн евро ($52,1 млн) с 40,3 млн евро ($57,5 млн) годом ранее."
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,"Прибыль до налогообложения снизилась на 37% до 193,1 млн евро с 305,6 млн евро."
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,"Прибыль до налогообложения снизилась до 33,8 млн евро с 40,8 млн евро в четвертом квартале 2005 года."
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .","Прибыль до налогообложения составила 9,0 млн евро по сравнению с 36,3 млн евро в 2007 году."
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,Цены и объемы поставок широкополосной продукции в 2005 году существенно снизились.
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,"Прибыль за период упала до 1,6 млн евро с 7,5 млн евро в январе-сентябре 2008 года."
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","Прибыль за период составила 0,8 млн евро по сравнению с 1,1 млн евро в соответствующем периоде 2008 года."
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .","Прибыль за период составила 1,1 млн евро по сравнению с 1,6 млн евро в третьем квартале 2008 года."
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,"Выручка за квартал упала на 8 процентов до 2,4 миллиарда евро по сравнению с годом ранее."
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,SRV понизила оценку чистого объема продаж за весь 2008 год из-за неопределенности в продажах жилья.
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,"Stora Enso Oyj заявила, что ее результаты во втором квартале упадут вдвое по сравнению с тем же периодом 2007 года."
negative,Subscription sales decreased slightly .,Продажи подписки несколько снизились.
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,"Компания подтвердила свою оценку более низкого дохода за весь 2009 год, чем годом ранее, на 93,9 миллиона евро, как указано в промежуточном отчете от 5 августа 2009 года."
negative,The company said that the fall in turnover had been planned .,"В компании заявили, что падение оборота было запланировано."
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,"Продажи Подразделения универмагов упали на 8,6% до 140,2 млн евро."
negative,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,"Справедливая стоимость инвестиционной недвижимости компании снизилась до 2,768 миллиарда евро в конце 2009 года с 2,916 миллиарда евро годом ранее."
negative,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,"Справедливая стоимость инвестиционной недвижимости компании снизилась до 2,769 млрд евро на конец сентября 2009 года с 2,878 млрд евро годом ранее."
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,"Портфель заказов Группы снизился с 42,9 млн евро в 9-2007 году до 33,3 млн евро во 2-2008 году."
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,"Чистый объем продаж снизился до 49,8 млн евро с 59,9 млн евро ."
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,"В июне 2010 года продажи сегмента Tiimari упали на 4,0% в годовом исчислении до 3,3 млн евро."
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .","Чистый объем продаж финского производителя электроники Scanfil в первом квартале 2007 года составил 52,2 млн евро по сравнению с 60,1 млн евро годом ранее."
negative,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .","Операционная прибыль Alma Media составила 11,9 млн евро по сравнению с 15,0 млн евро годом ранее."
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","Комиссионный доход снизился до 3,8 млн евро по сравнению с 4,6 млн евро в третьем квартале 2007 года."
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,"Комиссионный доход снизился до 4,6 млн евро с 5,1 млн евро в соответствующем периоде 2007 года."
negative,Export declined by 6 percent to 16.4 million liters .,"Экспорт сократился на 6 процентов до 16,4 миллиона литров."
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .","Экспорт товаров сократился на 59%, а импорт – на 16,7%."
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,"Финский разработчик и производитель зарядных устройств для мобильных телефонов Salcomp Plc OMX Хельсинки: SAL1V в среду, 19 ноября, снизила оценку чистого объема продаж за весь год."
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,"Финская инвестиционная группа Norvestia Oyj заявила, что ее чистая прибыль упала до 23,5 млн евро (30,6 млн евро) в 2006 году с 33,5 млн евро (43,6 млн евро в 2005 году)."
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .","EBIT группы за первое полугодие составил 13,6 млн евро и 17,8 млн долларов США, что ниже показателя в 22,5 млн евро, зафиксированного за тот же период 2009 года."
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .","Однако ее рыночная доля сократилась до 47,59 процента с 48 процентов годом ранее."
negative,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","Однако чистая прибыль компании за третий квартал снизилась до 1,4 млн евро с 1,5 млн евро за соответствующий период 2009 года ."
negative,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .","Однако чистая прибыль компании за третий квартал снизилась до 1,4 млн евро с 1,5 млн евро за соответствующий период 2009 года."
negative,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .","Однако чистый объем продаж снизился до 803,6 миллиона евро с 1,2 миллиарда евро ."
negative,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .","В торговле продуктами питания объем продаж составил EUR320,1 млн, спад на 1,1%."
negative,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .","В январе-ноябре 2009 года объем продаж группы составил EUR7801,7 млн, что на 12,6% меньше, чем за аналогичный период 2008 года."
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .","В июле-сентябре 2009 года продажи Konecranes снизились до 368,7 млн ​​евро с 520,4 млн евро в июле-сентябре 2008 года."
negative,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .","В объеме продаж рыночная доля Coca-Cola снизилась на 2,2% до 24,2%."
negative,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .","Только в сентябре рынок сократился на 10,2 процента в годовом исчислении до 19,28 миллиона литров."
negative,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .","В странах Балтии продолжалось развитие операций и реорганизация, а разовые статьи, связанные с процессом поглощения, снизили прибыль."
negative,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .","В странах Балтии продажи упали на 40,2%, в России - на 23,2% в евро и на 10,7% в местной валюте."
negative,"In the Baltic countries , sales fell by 42.6 % .","В странах Балтии продажи упали на 42,6%."
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,"Акции Nokia в США к 17:50 по Гринвичу упали на 3,3 процента и составили $12,73."
negative,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .","Акции Nokia в пятницу достигли 13,21 евро, что на 50 процентов ниже, чем в начале года, отчасти из-за медленного внедрения моделей с сенсорным экраном."
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,"Операционная прибыль снизилась до 11,2 млн евро с 16,6 млн евро."
negative,"Operating profit decreased to nearly EUR 1.7 mn , however .","Однако операционная прибыль снизилась почти до 1,7 млн ​​евро."
negative,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,"Операционная прибыль упала до 20,3 млн евро с 74,2 млн евро во втором квартале 2008 года."
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,Операционная прибыль в четвертом квартале упала до 33 миллионов евро с 39 миллионов евро годом ранее.
negative,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","Операционная прибыль составила 3,8 млн евро по сравнению с 4,5 млн евро в соответствующем периоде 2005 года."
negative,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .","Операционная прибыль составила 6,7 млн ​​евро по сравнению с 7,2 млн евро в соответствующем периоде 2005 года."
negative,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .","Операционная прибыль составила 9,4 млн евро по сравнению с 11,7 млн ​​евро в 2004 году."
negative,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .","Операционная прибыль составила 1,22 млн евро по сравнению с 3,56 млн евро в первом квартале 2008 года."
negative,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .","Операционная прибыль составила 30,2 млн евро по сравнению с 43,8 млн евро годом ранее."
negative,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .","Операционная прибыль составила 9,0 млн евро по сравнению с 9,7 млн ​​евро в первом полугодии 2008 года."
negative,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .","Операционная прибыль составила 9,6 млн евро по сравнению с 42,0 млн евро годом ранее."
negative,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .","Операционная прибыль составила -0,1 млн евро по сравнению с 1,3 млн евро."
negative,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .","Прибыль за период составила 10,9 млн евро по сравнению с 14,3 млн евро в 2009 году."
negative,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",Выручка немного снизилась и составила x20ac 495 миллионов долларов (634 миллиона долларов) по сравнению с x20ac 497 миллионов годом ранее.
negative,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .","Продажи в бизнесе Tiimari упали на 8% до 11,8 млн евро, а в магазинах Gallerix выросли на 29% до 2 млн евро."
negative,Sales by Seppala diminished by 6 per cent .,Продажи Seppala сократились на 6 процентов.
negative,Talentum 's net sales in September were smaller than expected .,"Чистые продажи Talentum в сентябре оказались меньше, чем ожидалось."
negative,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,"Предыдущая оценка компании предусматривала более низкий доход, чем год назад, в 93,9 миллиона евро."
negative,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .","Прибыль компании в первом полугодии 2007 года составила Ls 578,100, что на 30,9% меньше, чем в прошлом году."
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,"Компания сообщила, что продажи за три месяца до конца марта упали до 86,4 млн евро (113,4 млн долларов США) с 91,2 млн евро в прошлом году."
negative,The operating margin came down to 2.4 % from 5.7 % .,"Операционная рентабельность снизилась до 2,4% с 5,7%."
negative,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,"Операционная рентабельность подразделения Aker Yards Cruise & Ferries снизилась с 8,3% до 6,4% в первом квартале 2007 года."
negative,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,"Условия вышеупомянутого финансирования значительно ниже текущих уровней CDS Банка на рынке и имеют срок погашения от 1 до 7,5 лет."
