headline,sentiment,translated_text
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,"Эти механизмы финансирования позволят компании гарантировать, в соответствии со своей казначейской политикой, наличие в ее распоряжении достаточных финансовых инструментов для удовлетворения потенциальных потребностей в капитале."
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive,График $GILD: $IBB снова превысил поддержку. https://t.co/GpRZ2UJFC4
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,neutral,В результате переговоров будет прекращено трудоустройство 130 рабочих и служащих на заводе в Оулу.
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,"Операционный убыток составил 0,7 млн ​​евро по сравнению с прибылью в 0,8 млн евро во втором квартале 2005 года."
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,neutral,"Заказ также включает масштабные работы по техническому обслуживанию обувного пресса, поставленного Vaahto в 2001 году."
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",neutral,"Благодаря Интернету потребители стали чаще сравнивать товары, чем раньше, и финские компании стали неконкурентоспособными."
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive,"Операционная прибыль составила 5,8 млн евро по сравнению с убытком в 1,7 млн ​​евро в четвертом квартале 2009 года."
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,"Компания по недвижимости сообщила о чистом убытке +ó x201a -¼ 59,3 миллиона +ó x201a -¼ 0,21 на акцию по сравнению с чистой прибылью +ó x201a -¼ 31 миллиона +ó x201a -¼ 0,11 на акцию за соответствующий квартал 2007 ."
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative,"Прибыль на акцию (EPS) составила убыток в размере 0,38 евро."
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,"Лидерами продаж в супермаркетах сети в Финляндии являются органические помидоры Pirkka, морковь, яйца и мясные продукты."
$AAPL long 630.91,positive,"$AAPL длинная позиция 630,91"
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,Продажа маргаринового бизнеса Raisio в мае 2009 года позволила компании более четко сосредоточиться на продуктах на основе зерна.
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,"Общая стоимость проекта оценивается в 30 миллиардов шведских крон (2,83 миллиарда евро или 3,81 миллиарда долларов США)."
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive,"@CGrantWSJ Я думаю, что этот пузырь $TSLA может продолжаться какое-то время. Пока люди любят автомобили, они могут продолжать получать финансирование."
"When the product is manufactured in Finland , it is also packed in the country .",neutral,"Если продукт производится в Финляндии, он также и упаковывается в стране."
$LUV Continues to consolidate above previous break out area...,positive,$LUV продолжает консолидироваться выше предыдущей области прорыва...
`` I 'm not sure what 's happening .,neutral,"`` Я не уверен, что происходит."
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive,"ADP News - 18 ноября 2008 г. - Финский производитель приводов переменного тока Vacon Oyj OMX: Компания VAC1V заявила сегодня, что открыла новые представительства в Румынии и Украине для обслуживания растущих рынков Восточной и Юго-Восточной Европы."
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral,Nokia открыла свой завод недалеко от Ченнаи 11 марта 2006 года.
Scanfil issued a profit warning on 10 April 2006 .,neutral,Scanfil выпустил предупреждение о прибыли 10 апреля 2006 года.
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,"Контракт включает проектирование, строительство, поставку оборудования, монтаж и пусконаладочные работы."
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,"Срок действия срочного контракта г-на Ярмо Уконахо, нынешнего генерального директора индийского подразделения Incap, истечет к концу года."
VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral,"Ежегодный чистый объем продаж VNH составляет около 5 миллионов евро, в компании работает 21 человек."
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,"Ведущая металлургическая группа Финляндии Outokumpu сообщила, что ее чистая прибыль в четвертом квартале выросла более чем втрое на фоне высокого мирового спроса на нержавеющую сталь, резкого роста цен на цветные металлы и доходов от продажи ее технологического подразделения."
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,neutral,"$AMZN Операционный денежный поток за 12 месяцев вырос на 48% до $4,98 млрд, а свободный денежный поток снизился на 63% до $388 млн http://stks.co/c06zG"
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral,"За 2006 год оборот компании составил 4,5 млн евро (6,1 млн долларов США) и операционная прибыль в размере 1,5 млн евро (2,0 млн долларов США) ."
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,"Уволенные сотрудники теперь будут обращаться в суд, если только он не будет урегулирован за пределами предприятия."
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive,Доходы LinkedIn выросли почти на 50% http://stks.co/g1F4T $LNKD
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,"Компания Lemmink+ñinen начала производство рубероида в 1920 году, а производство асфальта — в 1930-х годах."
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral,ЗАО «ЮИТ Московия» занимается строительством жилья в Москве и близлежащих городах.
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral,"Стоимость сделки превышает 500 тыс. евро, сообщили в компании."
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,"Согласно промежуточному отчету, опубликованному сегодня, объем продаж за отчетный период упал до 30,6 млн евро с 38,3 млн евро."
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",neutral,"Scanfil, поставщик систем и контрактный производитель для сектора связи, уведомит 20 производственных сотрудников и временно уволит 15 сотрудников на заводе компании в Сиеви, Финляндия."
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,"Согласно прогнозу Nordea Economic Outlook, ставка репо постепенно достигнет 2% в конце 2010 года."
Symphony Services provides development services for Aldata GOLD .,neutral,Symphony Services предоставляет услуги по разработке Aldata GOLD.
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,"«У нас есть лицензионное соглашение с корпорацией Nokia, срок действия которого частично истекает 9 апреля 2007 года."
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral,"Проданная доля представляла собой около 2,7 млн ​​акций в капитале Okmetic."
"$AAPL bounce right now has no vol, more vol when it slid",positive,"Отскок $AAPL сейчас не имеет волатильности, а когда он скользит, волатильность увеличивается."
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,"Компания Pacific Office Properties Trust со штаб-квартирой в Лос-Анджелесе приобретает, владеет и управляет офисной недвижимостью на западе США, ориентируясь первоначально на рынки Гонолулу, Сан-Диего, Лос-Анджелеса и Феникса."
"In Finland , the five largest brands control 90 % of the beer market .",neutral,В Финляндии пять крупнейших брендов контролируют 90% рынка пива.
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive,"Канадская компания Adanac Molybdenum заказала технологию измельчения для своего проекта по производству молибдена в Британской Колумбии, Канада, а компания Shalkiya Zinc из Казахстана заключила контракт на технологию измельчения для цинк-свинцового проекта Шалкия в Казахстане."
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,В рамках сделки бумажная фабрика +ä+шнекоски осталась в собственности M-real и продолжила производство Galerie Art для Sappi по долгосрочному контракту.
Delivery is due in the second half of 2011 .,neutral,Поставка должна состояться во второй половине 2011 года.
The agreement is valid for four years .,neutral,Соглашение рассчитано на четыре года.
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",neutral,"Финская судоходная компания Finnlines, входящая в группу Grimaldi, сообщает, что ее чистый объем продаж снизился до 241,8 млн евро в январе-июне 2009 года с 384,0 млн евро в соответствующем периоде 2008 года."
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,"Компания также имеет сильные активы в сфере электронных средств массовой информации: в ней работает 18 500 человек, что на 9 процентов больше, чем в прошлом году."
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative,"Многие из коммерческих судов застряли в узком Ботническом заливе, где лед толще, и вокруг Аландских островов."
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",neutral,"Предприятие, 51% акций которого будет принадлежать Kemira, а 49% - IVRCL, будет управлять заводом по производству неорганических коагулянтов, который будет построен в Вишакапатнам Визаг в штате Андхра-Прадеш и начнет работу во второй половине 2011 года."
There did not seem to be enough hours in a day for Pekkarinen .,neutral,"Пеккаринену казалось, что в сутках не хватает часов."
"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",neutral,"31 августа 2009 г. (Gawker Media предоставлено Newstex) — Если вы любите видеоигры о рыбалке, но чувствуете, что в них недостаточно дурацких моментов, тогда Rapala: We Fish от Activision (NASDAQ: ATVI) может просто поймать вашу глаз с крючком для семейного развлечения."
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,"Кардона замедлила скорость, развернулась и вернулась к перекрестку, где позвонила в службу 911."
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,"Производство CPP будет осуществляться на существующем экспортно-ориентированном предприятии EOU на заводе Wartsila в Хополи, недалеко от Мумбаи."
I see a 20 percent upside in $FB shares from here,positive,Отсюда я вижу 20-процентный потенциал роста акций FB.
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",neutral,"В январе-июне 2010 года разводненный убыток на акцию составил 0,3 евро против 0,1 евро в первой половине 2009 года."
Chime Communications Set To Be Acquired By WPP And Providence,positive,Компания Chime Communications будет приобретена WPP и Providence
Dixons Carphone profit boost on strong sales,positive,Рост прибыли Dixons Carphone благодаря высоким продажам
No other ev3 devices were involved in this action .,neutral,Никакие другие устройства ev3 в этом действии не участвовали.
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative,"«К сожалению, капитальные затраты на энергоэффективность упали вместе со спадом в экономике."
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral,"Основанная в 1994 году, компания использует шестиэтапный, ориентированный на время и совместный проектный подход для улучшения потоков доходов финансовых учреждений."
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,"В соответствии с соглашением GeoSentric будет предоставлять на базе GyPSii информацию об отелях и услуги по бронированию для посетителей Китая, включая такие популярные города, как Пекин и Шанхай."
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,Valga Lihatoostus реализует свою продукцию под торговой маркой Maks & Moorits.
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,"Финский производитель потребительской упаковки Huhtamaki Oyj заявил, что за первые девять месяцев 2006 года его чистая прибыль составила 84,1 миллиона евро (105,6 миллиона долларов) по сравнению с чистым убытком в 2,6 миллиона евро (3,3 миллиона долларов) за тот же период 2005 года."
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative,"Домостроители – $RYL выходит за пределы поддержки, посмотрите это. $ ШПИОН"
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive,"Кроме того, мы увеличили долю мяса в различных колбасах и предлагаем ряд новых вкусов в сегменте гриль-продуктов и шашлыков», — рассказал Павел."
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive,"например, $T для длинной позиции на прорыв. пройдя через 100 и 200 MA, можно было увидеть, как он работает."
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive,"ХЕЛЬСИНКИ, Финляндия, 18 сентября 2009 г. (GLOBE NEWSWIRE) – Ixonos Plc расширяет свои услуги по исследованию и разработке смартфонов и открывает новое подразделение по разработке смартфонов нового поколения в связи с площадкой Ixonos в Ювяскюле."
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,"$AXDX Мне стало скучно, и я воспользовался собственным выходом из прибыли. Мне не понравилась ликвидность опциона и паршивые спреды."
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral,"Также в Латвии мы выступаем партнером для клиентов-пекарен как в производстве, так и в разработке продукции."
"The total donation amount is EUR 1,115,000 .",neutral,Общая сумма пожертвования составляет 1 115 000 евро.
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,"Эта линия будет использована для рефинансирования существующей кредитной линии Citycon, сообщила компания."
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral,"Финская компания по недвижимости Sponda Oyj заявила 11 апреля 2008 года, что построит портовый сервисный центр Вуосаари в порту Хельсинки."
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,"В торговле строительством и товарами для дома объем продаж снизился на 6,3% и составил 154,1 млн евро."
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,"Именно это и произошло в недавний будний день, когда в Ист-Хейвен был приглашен пекарь, чтобы напомнить жителям о пасхальной традиции приготовления пшеничных и рисовых пирогов."
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,"Компания достигла операционной прибыли в размере 10,9 млн евро против операционного убытка в 15,3 млн евро. Также прибыль на акцию составила 0,08 евро против убытка на акцию в размере 0,04 евро."
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive,Стоимость новых судов ропаксов на 30% ниже стоимости нынешних.
The deal also includes a ten-year maintenance agreement .,neutral,Сделка также включает в себя десятилетнее соглашение об обслуживании.
"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",neutral,"Talvivaara Mining Company PLC (Talvivaara Mining) (LSE: TALV), финская компания по добыче никеля, установила вторую производственную линию на своем заводе по восстановлению металлов 9 июня 2010 года."
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,"Сделки увеличат прибыль на акцию в первом квартале примерно на 0,28 евро."
Market data and analytics are derived from primary and secondary research .,neutral,Рыночные данные и аналитика получены на основе первичных и вторичных исследований.
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,positive,"Программы покупки $IWM предлагают $iwm для печати дешевых денег, что означает более высокие цены на акции $покупка шпионских роботов"
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,"Cencorp сосредоточится на разработке, производстве и маркетинге стандартных продуктов для автоматизации производства."
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",neutral,"Крайне важно, что решение использовать DVB-H, поддерживаемое ETSI (Европейским институтом телекоммуникационных стандартов), пополнило растущий список операторов и производителей оборудования, выбравших этот стандарт (см. Global: 20 января 2006 г.: Конкурирующие технологии в борьбе за мобильное телевидение)."
"In addition , Kone signed a two-year maintenance contract for the escalators .",positive,"Кроме того, Kone подписала двухлетний контракт на техническое обслуживание эскалаторов."
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,"Размер пристройки, 18,5% которой уже сдано в аренду, будет иметь общую площадь около 2830 кв. м (30 460 кв. футов)."
The new location is n't the only change Wellmont has in store for its air transport service .,neutral,"Новое местоположение – не единственное изменение, которое Wellmont готовит для своих авиаперевозок."
Other potential clients include public administration organizations investing in utility networks and services .,neutral,"Другими потенциальными клиентами являются организации государственного управления, инвестирующие в коммунальные сети и услуги."
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral,"Сталелитейная компания заявила, что падение прибыли было объяснено продолжающейся экономической неопределенностью, смешанной с нынешней засухой в банковском кредитовании, что привело к снижению спроса на ее продукцию, поскольку клиентам становится все труднее финансировать операции."
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,"Группа EA Reng сообщила, что в 2007 году объем продаж составил около 84 миллионов крон."
Barclays share price subdued as bank faces fresh forex probe,negative,"Цена акций Barclays снизилась, поскольку банк столкнулся с новым валютным расследованием"
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,"Рынки ожидают, что Heineken продаст Hartwall целиком или по частям."
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,"Помимо корпорации Tulikivi, в настоящее время он также является членом совета директоров следующих компаний: Altia Corporation, J+ñrvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy и Voimatel Oy."
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral,"Общий объем инвестиций в расширение завода в Вантаа составит около 10 миллионов евро, а доля Okmetic в инвестициях составит около 2,7 миллиона евро."
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,"В прошлом году UPM сократила производство, закрыла заводы в Финляндии и сократила 700 рабочих мест."
"Currently , the plant operates on full capacity .",neutral,В настоящее время завод работает на полную мощность.
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,"В отчете представлены данные о 614 компаниях, включая многих ключевых и нишевых игроков по всему миру, таких как Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro. Компания и Van Group, Inc."
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative,Walter Investment Management Corp получила продажу от Compass Point $WAC http://stks.co/c1IvX
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,"Переезд будет осуществлен путем передачи HKScan Finland связанных с производством основных средств, установок и оборудования, а также ее дочерних и ассоциированных компаний в стране."
`` It wo n't happen overnight .,neutral,«Это не произойдет в одночасье.
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,"Смены генерального директора Олли-Пекки Калласвуо во вторник ознаменовали собой третий раз за девять месяцев, когда компания меняет руководство и операции, поскольку Nokia уступает позиции iPhone от Apple и BlackBerry от RIM."
Deutsche Bank cuts $SBUX,negative,Deutsche Bank сокращает $SBUX
Irish housebuilder Cairn Homes plans London listing,positive,Ирландский домостроитель Cairn Homes планирует листинг в Лондоне
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral,"Вознаграждения, подлежащие выплате по итогам отчетного периода 2011 года, будут соответствовать стоимости максимум 364 000 акций Componenta Corporation, включая также долю, подлежащую выплате наличными."
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,"Менеджер Cramo Ярмо Лаасанен отметил, что аренда оборудования и техники в Литве отличается от других стран Балтии тем, что в Литве все еще строится много общественных объектов, таких как дороги, мосты, аэропорты и магазины."
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,"Операционная прибыль за квартал апрель-июнь 2006 г. составила 42,9 млн евро при чистом объеме продаж 156,3 млн евро."
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",negative,"$SLV POS, говорю это уже 2 года. Идем ниже. Забудьте об этом или открывайте короткую позицию."
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,"Бумажная компания M-real подсчитала, что если 100 000 коробок печенья будут изготовлены из более легкого картона плотностью 25 г/м2, то за 12 месяцев сэкономится CO2, равный выбросу CO2, который образуется при проезде 1000 км на автомобиле."
The company expects to open its first online shop in the US in the summer in 2011 .,neutral,Компания рассчитывает открыть свой первый интернет-магазин в США летом 2011 года.
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral,"Московский метрополитен (www.mosmetro.ru) был первой системой метрополитена в Европе, которая в 1998 году внедрила смарт-карты вместе с магнитными картами нового типа."
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,"«Малые фирмы сейчас страдают, потому что у них, скорее всего, будут проблемы с деньгами», - добавил он."
Net sales revenue per passenger is expected to increase .,positive,"Ожидается, что чистый доход от продаж на одного пассажира увеличится."
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,neutral,"Рентабельность капитала ROCE составила отрицательные 2,3% по сравнению с 11,3% в 2007 году."
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,"Indigo и Somoncom обслуживают 377 000 абонентов, а их доля рынка по состоянию на май 2007 года составляла около 27%."
`` I warmly welcome Michael Frei to Outotec .,positive,«Я тепло приветствую Майкла Фрея в Outotec.
ITV share price: Group mulls takeover of Canada's Entertainment One,positive,Цена акций ITV: Группа рассматривает возможность поглощения канадской Entertainment One
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,"Операционная прибыль за шесть месяцев снизилась с 111,9 млн евро, а объем продаж увеличился с 1 275 млн евро по сравнению с соответствующим периодом 2006 года."
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,"Наиболее значительные статьи капитальных затрат были связаны с ERP-проектом глобального планирования ресурсов предприятия, разработкой продукции и производством машин."
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,neutral,"Коне сообщил в судебных документах, что действия профсоюза задержали ремонт лифтов в здании федерального суда 21 января и в административном здании штата Солтонстолл 23 января."
3rd red day in a row ? $TSLA,negative,Третий красный день подряд? $TSLA
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,"Операционная прибыль составила 0,4 млн евро по сравнению с операционным убытком в 0,8 млн евро в годовом исчислении."
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral,"По словам генерального директора финской группы финансовых услуг Sampo Бь+Арна Валроса, приобретение Sampo Bank датским Danske Bank за 4 миллиарда евро стало крупнейшей сделкой за наличные в экономической истории Финляндии."
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,"F-Secure, разработчик решений безопасности как услуги, предоставляемой интернет-провайдерами и операторами мобильной связи, объявила результаты своего ежегодного онлайн-опроса благополучия."
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,"Только в декабре члены Ассоциации пивоваров Литвы продали в общей сложности 20,3 миллиона литров пива, что на 1,9 процента больше продаж в 19,92 миллиона литров в декабре 2004 года."
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",neutral,"Coca-Cola была лидером рынка производителей с долей рынка 36,9%, что на 2,2% меньше, чем за соответствующий период 2004-2005 годов."
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,"Barclays Plc (LSE:BARC) (NYSE:BCS), Credit Agricole SA (EPA:ACA) (CAGR."
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,Финская компания Componenta опубликовала свою новую долгосрочную стратегию на период 2011-2015 годов с целью роста вместе со своими клиентами.
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral,"Производство шпона и фанеры в Швеции, несмотря на наличие сырьевых ресурсов, весьма невелико."
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive,"Финская металлургическая компания Componenta Oyj (HEL: CTH1V) заявила сегодня, что ее чистый убыток сократился до 500 000 евро (680 000 долларов США) в последнем квартале 2010 года с 5,3 миллиона евро за тот же период годом ранее."
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,"Viking заплатит 130 миллионов евро за новое судно, строительство которого будет завершено в январе 2008 года."
